d000.s000.t000 bn:00106124a
d158.s026.t018 bn:00097389a
d158.s027.t000 bn:00089593v
d158.s027.t001 bn:00059186n
d158.s027.t002 bn:00084699v
d158.s027.t003 bn:00031485n
d158.s027.t004 bn:00051049n
d158.s027.t005 bn:00083181v
d158.s027.t006 bn:00107267a
d158.s027.t007 bn:00044024n
d158.s027.t008 bn:00111163a
d158.s027.t009 bn:00010147n
d158.s028.t000 bn:00029477n
d158.s028.t001 bn:00088291v
d158.s028.t002 bn:00058540n
d158.s028.t003 bn:00000010n
d158.s028.t004 bn:00030698n
d158.s028.t005 bn:00048468n
d158.s028.t006 bn:00085391v
d158.s028.t007 bn:00061897n
d158.s028.t008 bn:00065109n
d158.s029.t000 bn:00083181v
d158.s029.t001 bn:00116104r
d158.s029.t002 bn:00108066a
d158.s029.t003 bn:00116382r
d158.s029.t004 bn:00083182v
d158.s029.t005 bn:00080902n
d158.s029.t006 bn:00090774v
d158.s030.t000 bn:00035294n
d158.s030.t001 bn:00083181v
d158.s030.t002 bn:00116360r
d158.s030.t003 bn:00103779a
d158.s030.t004 bn:00114626r
d158.s030.t005 bn:00043484n
d158.s030.t006 bn:00095887a
d158.s030.t007 bn:00114318r
d158.s030.t008 bn:00099403a
d158.s030.t009 bn:00000739n
d158.s030.t010 bn:00083181v
d158.s030.t011 bn:00101314a
d158.s031.t000 bn:00051760n
d158.s031.t001 bn:00031618n
d158.s031.t002 bn:00083181v
d158.s031.t003 bn:00106205a
d158.s031.t004 bn:00001936n
d158.s031.t005 bn:00027661n
d158.s031.t006 bn:00071869n
d158.s031.t007 bn:00083181v
d158.s031.t008 bn:00112740a
d158.s032.t000 bn:00114079r
d158.s032.t001 bn:00095941a
d158.s032.t002 bn:00061135n
d158.s032.t003 bn:00051760n
d158.s032.t004 bn:00058564n
d158.s032.t005 bn:00083181v
d158.s032.t006 bn:00096644a
d158.s032.t007 bn:00114626r
d158.s032.t008 bn:00061135n
d158.s032.t009 bn:00083181v
d158.s032.t010 bn:00095923a
d158.s033.t000 bn:00046516n
d158.s033.t001 bn:00092123v
d158.s033.t002 bn:00093287v
d158.s033.t003 bn:00026343n
d158.s033.t004 bn:00051760n
d158.s033.t005 bn:00116382r
d158.s033.t006 bn:00088629v
d158.s033.t007 bn:00066236n
d158.s033.t008 bn:00116360r
d158.s033.t009 bn:00043484n
d158.s033.t010 bn:00005093n
d158.s033.t011 bn:00088939v
d158.s033.t012 bn:00092111v
d158.s033.t013 bn:00043484n
d158.s034.t000 bn:00107770a
d158.s034.t001 bn:00074057n
d158.s034.t002 bn:00083245v
d158.s034.t003 bn:00096046a
d158.s034.t004 bn:00061135n
d158.s034.t005 bn:00083181v
d158.s034.t006 bn:00102173a
d158.s034.t007 bn:00081593n
d158.s034.t008 bn:00104928a
d158.s034.t009 bn:00109071a
d158.s034.t010 bn:00061450n
d158.s035.t000 bn:00113852a
d158.s035.t001 bn:00032892n
d158.s035.t002 bn:00090947v
d158.s035.t003 bn:00056164n
d158.s035.t004 bn:00083181v
d158.s035.t005 bn:00098688a
d158.s035.t006 bn:00055794n
d158.s035.t007 bn:00114185r
d158.s036.t000 bn:00052050n
d158.s036.t001 bn:00116535r
d158.s036.t002 bn:00085461v
d158.s036.t003 bn:00096030a
d158.s036.t004 bn:00005887n
d158.s036.t005 bn:00115148r
d158.s036.t006 bn:00051760n
d158.s036.t007 bn:00103936a
d158.s036.t008 bn:00078498n
d158.s036.t009 bn:00093287v
d158.s036.t010 bn:00046516n
d158.s036.t011 bn:00083182v
d158.s036.t012 bn:00019967n
d158.s036.t013 bn:00051760n
d158.s036.t014 bn:00047092n
d158.s036.t015 bn:00058540n
d158.s036.t016 bn:00030627n
d158.s036.t017 bn:00114234r
d158.s036.t018 bn:00101962a
d158.s036.t019 bn:00101496a
d158.s036.t020 bn:00110004a
d158.s036.t021 bn:00054975n
d158.s036.t022 bn:00083181v
d158.s036.t023 bn:00106333a
d158.s036.t024 bn:00100108a
d158.s036.t025 bn:00078365n
d158.s036.t026 bn:00082364v
d158.s036.t027 bn:00051760n
d158.s036.t028 bn:00100969a
d158.s036.t029 bn:00116211r
d158.s036.t030 bn:00102827a
d158.s036.t031 bn:00011442n
d158.s037.t000 bn:00103466a
d158.s037.t001 bn:00042601n
d158.s037.t002 bn:00019319n
d158.s037.t003 bn:00084343v
d158.s038.t000 bn:00062297n
d158.s038.t001 bn:00032046n
d158.s038.t002 bn:00082692v
d158.s038.t003 bn:00021236n
d158.s038.t004 bn:00012034n
d158.s038.t005 bn:00013179n
d158.s039.t000 bn:00046516n
d158.s039.t001 bn:00092123v
d158.s039.t002 bn:00061450n
d158.s039.t003 bn:00088939v
d158.s039.t004 bn:00051760n
d158.s039.t005 bn:00083370v
d158.s039.t006 bn:00084343v
d158.s040.t000 bn:00088939v
d158.s040.t001 bn:00117043r
d158.s040.t002 bn:00115335r
d158.s040.t003 bn:00064233n
d158.s040.t004 bn:00051760n
d158.s040.t005 bn:00084099v
d158.s040.t006 bn:00005017n
d158.s040.t007 bn:00043484n
d158.s040.t008 bn:00032679n
d158.s040.t009 bn:00058540n
d158.s040.t010 bn:00095570v
d158.s040.t011 bn:00096044a
d158.s040.t012 bn:00055794n
d158.s040.t013 bn:00009184n
d158.s040.t014 bn:00081568n
d158.s040.t015 bn:00032675n
d158.s040.t016 bn:00051760n
d158.s041.t000 bn:00010025n
d158.s041.t001 bn:00067323n
d158.s041.t002 bn:00083181v
d158.s041.t003 bn:00096925a
d158.s041.t004 bn:00084828v
d158.s041.t005 bn:00049571n
d158.s041.t006 bn:00058540n
d158.s041.t007 bn:00009079n
d158.s041.t008 bn:00083181v
d158.s041.t009 bn:00101358a
d158.s041.t010 bn:00115888r
d158.s042.t000 bn:00042761n
d158.s042.t001 bn:00083183v
d158.s043.t000 bn:00044738n
d158.s043.t001 bn:00051760n
d158.s043.t002 bn:00085657v
d158.s043.t003 bn:00021445n
d158.s043.t004 bn:00084074v
d158.s043.t005 bn:00080386n
d158.s043.t006 bn:00092975v
d158.s043.t007 bn:00019319n
d158.s044.t000 bn:00026336n
d158.s044.t001 bn:00036837n
d158.s044.t002 bn:00086391v
d158.s044.t003 bn:00093682v
d158.s044.t004 bn:00060873n
d158.s044.t005 bn:00012418n
d158.s044.t006 bn:00087328v
d158.s044.t007 bn:00095950a
d158.s044.t008 bn:00011309n
d158.s044.t009 bn:00051760n
d158.s044.t010 bn:00106724a
d158.s044.t011 bn:00011781n
d158.s044.t012 bn:00116360r
d158.s044.t013 bn:00082947v
d158.s045.t000 bn:00005778n
d158.s045.t001 bn:00090378v
d158.s045.t002 bn:00012212n
d158.s045.t003 bn:00083181v
d158.s045.t004 bn:00116348r
d158.s046.t000 bn:00053802n
d158.s046.t001 bn:00021445n
d158.s046.t002 bn:00083183v
d158.s046.t003 bn:00097671a
d158.s046.t004 bn:00046516n
d158.s046.t005 bn:00108011a
d158.s046.t006 bn:00103758a
d158.s046.t007 bn:00020980n
d158.s046.t008 bn:00046516n
d158.s046.t009 bn:00094113v
d158.s046.t010 bn:00114172r
d158.s047.t000 bn:00021445n
d158.s047.t001 bn:00090243v
d158.s047.t002 bn:00071432n
d158.s047.t003 bn:00036492n
d158.s047.t004 bn:00078366n
d158.s047.t005 bn:00092745v
d158.s047.t006 bn:00051760n
d158.s048.t000 bn:00019319n
d158.s048.t001 bn:00083181v
d158.s048.t002 bn:00013984n
d158.s048.t003 bn:00054297n
d158.s048.t004 bn:00113813a
d158.s048.t005 bn:00047270n
d158.s048.t006 bn:00083182v
d158.s048.t007 bn:00058540n
d158.s048.t008 bn:00086682v
d158.s049.t000 bn:00067087n
d158.s049.t001 bn:00046516n
d158.s049.t002 bn:00011744n
d158.s049.t003 bn:00053911n
d158.s049.t004 bn:00093574v
d158.s049.t005 bn:00046516n
d158.s049.t006 bn:00105886a
d158.s049.t007 bn:00101606a
d158.s049.t008 bn:00051644n
d158.s049.t009 bn:00051760n
d158.s049.t010 bn:00080386n
d158.s049.t011 bn:00116360r
d158.s049.t012 bn:00113066a
d158.s049.t013 bn:00044267n
d158.s050.t000 bn:00083181v
d158.s050.t001 bn:00114357r
d158.s050.t002 bn:00114784r
d158.s050.t003 bn:00106719a
d158.s050.t004 bn:00016555n
d158.s050.t005 bn:00025500n
d158.s051.t000 bn:00098883a
d158.s051.t001 bn:00007287n
d158.s051.t002 bn:00046516n
d158.s051.t003 bn:00012059n
d158.s051.t004 bn:00085349v
d158.s051.t005 bn:00022403n
d158.s051.t006 bn:00082660v
d158.s051.t007 bn:00036460n
d158.s051.t008 bn:00011744n
d158.s051.t009 bn:00046516n
d158.s051.t010 bn:00084343v
d158.s051.t011 bn:00114079r
d158.s051.t012 bn:00078738n
d158.s051.t013 bn:00114512r
d158.s051.t014 bn:00094841v
d158.s051.t015 bn:00062297n
d158.s051.t016 bn:00055408n
d158.s052.t000 bn:00051760n
d158.s052.t001 bn:00067389n
d158.s052.t002 bn:00011744n
d158.s052.t003 bn:00046516n
d158.s052.t004 bn:00086976v
d158.s052.t005 bn:00089179v
d158.s052.t006 bn:00051760n
d158.s053.t000 bn:00015784n
d158.s053.t001 bn:00117251r
d158.s053.t002 bn:00088052v
d158.s053.t003 bn:00063293n
d158.s053.t004 bn:00051760n
d158.s053.t005 bn:00008047n
d158.s053.t006 bn:00011744n
d158.s053.t007 bn:00084298v
d158.s053.t008 bn:00037129n
d158.s054.t000 bn:00085705v
d158.s054.t001 bn:00108842a
d158.s054.t002 bn:00061325n
d158.s054.t003 bn:00046516n
d158.s054.t004 bn:00116360r
d158.s054.t005 bn:00090485v
d158.s054.t006 bn:00044737n
d158.s055.t000 bn:00041942n
d158.s055.t001 bn:00087714v
d158.s055.t002 bn:00074064n
d158.s055.t003 bn:00046516n
d158.s055.t004 bn:00051760n
d158.s055.t005 bn:00051760n
d158.s055.t006 bn:00114427r
d158.s055.t007 bn:00116692r
d158.s055.t008 bn:00117138r
d158.s055.t009 bn:00094275v
d158.s056.t000 bn:00046516n
d158.s056.t001 bn:00114216r
d158.s056.t002 bn:00086008v
d158.s056.t003 bn:00117654r
d158.s056.t004 bn:00048242n
d158.s057.t000 bn:00046516n
d158.s057.t001 bn:00041468n
d158.s057.t002 bn:00083181v
d158.s057.t003 bn:00114319r
d158.s057.t004 bn:00096446a
d158.s057.t005 bn:00101724a
d158.s057.t006 bn:00058562n
d158.s057.t007 bn:00015634n
d158.s057.t008 bn:00083181v
d158.s057.t009 bn:00100709a
d158.s057.t010 bn:00019319n
d158.s057.t011 bn:00023685n
d158.s057.t012 bn:00021241n
d158.s057.t013 bn:00086616v
d158.s057.t014 bn:00027728n
d158.s058.t000 bn:00088178v
d158.s058.t001 bn:00046516n
d158.s058.t002 bn:00062703n
d158.s058.t003 bn:00046516n
d158.s059.t000 bn:00046516n
d158.s059.t001 bn:00114869r
d158.s059.t002 bn:00084298v
d158.s059.t003 bn:00013179n
d158.s060.t000 bn:00046516n
d158.s060.t001 bn:00007299n
d158.s060.t002 bn:00090297v
d158.s060.t003 bn:00083181v
d158.s060.t004 bn:00100948a
d158.s060.t005 bn:00078738n
d158.s060.t006 bn:00115244r
d158.s060.t007 bn:00110971a
d158.s060.t008 bn:00036857n
d158.s060.t009 bn:00116360r
d158.s060.t010 bn:00088736v
d158.s060.t011 bn:00082690v
d158.s060.t012 bn:00108979a
d158.s061.t000 bn:00117250r
d158.s061.t001 bn:00083181v
d158.s061.t002 bn:00111418a
d158.s061.t003 bn:00074066n
d158.s061.t004 bn:00090436v
d158.s061.t005 bn:00046516n
d158.s062.t000 bn:00046516n
d158.s063.t000 bn:00116052r
d158.s063.t001 bn:00083181v
d158.s063.t002 bn:00018319n
d158.s063.t003 bn:00116360r
d158.s063.t004 bn:00083181v
d158.s063.t005 bn:00109485a
d158.s063.t006 bn:00089246v
d158.s063.t007 bn:00000704n
d158.s063.t008 bn:00040437n
d158.s063.t009 bn:00110971a
d158.s063.t010 bn:00061450n
d158.s064.t000 bn:00114534r
d158.s064.t001 bn:00114504r
d158.s064.t002 bn:00082959v
d158.s064.t003 bn:00084889v
d158.s064.t004 bn:00046932n
d158.s064.t005 bn:00025583n
d158.s064.t006 bn:00027075n
d158.s064.t007 bn:00066543n
d158.s064.t008 bn:00082690v
d158.s064.t009 bn:00087706v
d158.s064.t010 bn:00002761n
d158.s065.t000 bn:00093288v
d158.s065.t001 bn:00090321v
d158.s065.t002 bn:00046516n
d158.s065.t003 bn:00083181v
d158.s065.t004 bn:00105748a
d158.s066.t000 bn:00103449a
d158.s066.t001 bn:00046516n
d158.s066.t002 bn:00086370v
d158.s066.t003 bn:00092351v
d158.s066.t004 bn:00055274n
d158.s066.t005 bn:00097763a
d158.s066.t006 bn:00064104n
d158.s066.t007 bn:00116360r
d158.s066.t008 bn:00032679n
d158.s066.t009 bn:00090286v
d158.s066.t010 bn:00110075a
d158.s066.t011 bn:00019976n
d158.s066.t012 bn:00082703v
d158.s066.t013 bn:00027688n
d158.s067.t000 bn:00044576n
d158.s067.t001 bn:00084298v
d158.s067.t002 bn:00087690v
d158.s067.t003 bn:00094307v
d158.s068.t000 bn:00046516n
d158.s068.t001 bn:00084331v
d158.s068.t002 bn:00106058a
d158.s068.t003 bn:00060967n
d158.s068.t004 bn:00106836a
d158.s068.t005 bn:00109997a
d158.s068.t006 bn:00013984n
d158.s068.t007 bn:00095375v
d158.s069.t000 bn:00005110n
d158.s069.t001 bn:00046516n
d158.s069.t002 bn:00014000n
d158.s069.t003 bn:00041942n
d158.s069.t004 bn:00096369a
d158.s069.t005 bn:00070169n
d158.s069.t006 bn:00007306n
d158.s069.t007 bn:00018661n
d158.s069.t008 bn:00082690v
d158.s069.t009 bn:00083181v
d158.s069.t010 bn:00099477a
d158.s069.t011 bn:00091135v
d158.s069.t012 bn:00020446n
d158.s069.t013 bn:00063356n bn:00063351n
d158.s069.t014 bn:00083181v
d158.s069.t015 bn:00116284r
d158.s069.t016 bn:00104680a
d158.s069.t017 bn:00105083a
d158.s069.t018 bn:00030815n
d158.s069.t019 bn:00105083a
d158.s069.t020 bn:00036538n
d158.s070.t000 bn:00046516n
d158.s070.t001 bn:00067235n
d158.s070.t002 bn:00046516n
d158.s070.t003 bn:00030004n
d158.s070.t004 bn:00083181v
d158.s070.t005 bn:00101935a
d158.s070.t006 bn:00033838n
d158.s070.t007 bn:00036202n
d158.s070.t008 bn:00090363v
d158.s070.t009 bn:00068619n
d158.s070.t010 bn:00105773a
d158.s071.t000 bn:00057442n
d158.s071.t001 bn:00087832v
d158.s071.t002 bn:00064262n
d158.s071.t003 bn:00096707a
d158.s071.t004 bn:00084086v
d158.s071.t005 bn:00046516n
d158.s071.t006 bn:00046516n
d158.s071.t007 bn:00087561v
d158.s071.t008 bn:00108829a
d158.s071.t009 bn:00015205n
d158.s071.t010 bn:00112939a
d158.s071.t011 bn:00082571v
d158.s071.t012 bn:00079891n
d158.s072.t000 bn:00083181v
d158.s072.t001 bn:00105276a
d158.s072.t002 bn:00083182v
d158.s072.t003 bn:00108822a
d158.s072.t004 bn:00052915n
d158.s072.t005 bn:00010073n
d158.s072.t006 bn:00083912v
d158.s072.t007 bn:00114234r
d158.s072.t008 bn:00035907n
d158.s072.t009 bn:00032702n
d158.s072.t010 bn:00015057n
d158.s073.t000 bn:00096798a
d158.s073.t001 bn:00096355a
d158.s073.t002 bn:00046211n
d158.s073.t003 bn:00010243n
d158.s073.t004 bn:00030113n
d158.s073.t005 bn:00064536n
d158.s073.t006 bn:00100150a
d158.s073.t007 bn:00058299n
d158.s073.t008 bn:00029463n
d158.s073.t009 bn:00058540n
d158.s073.t010 bn:00091721v
d158.s073.t011 bn:00096461a
d158.s073.t012 bn:00070168n
d158.s073.t013 bn:00074900n
d158.s073.t014 bn:00037769n
d158.s073.t015 bn:00014000n
d158.s073.t016 bn:00001533n
d158.s073.t017 bn:00064427n
d158.s073.t018 bn:00110711a
d158.s073.t019 bn:00027283n
d158.s074.t000 bn:00089241v
d158.s074.t001 bn:00115484r
d158.s074.t002 bn:00052915n
d158.s074.t003 bn:00082929v
d158.s074.t004 bn:00115530r
d158.s074.t005 bn:00036941n
d158.s075.t000 bn:00083181v
d158.s075.t001 bn:00013632n
d158.s075.t002 bn:00087672v
d158.s075.t003 bn:00061149n
d158.s075.t004 bn:00044420n
d158.s075.t005 bn:00104384a
d158.s075.t006 bn:00002761n
d158.s075.t007 bn:00083181v
d158.s075.t008 bn:00028086n
d158.s075.t009 bn:00109077a
d158.s075.t010 bn:00102997a
d158.s075.t011 bn:00080875n
d158.s076.t000 bn:00046516n
d158.s076.t001 bn:00114869r
d158.s076.t002 bn:00083228v
d158.s076.t003 bn:00058685n
d158.s076.t004 bn:00073636n
d158.s076.t005 bn:00046516n
d158.s076.t006 bn:00076588n
d158.s076.t007 bn:00082788v
d158.s076.t008 bn:00030722n
d158.s077.t000 bn:00021445n
d158.s077.t001 bn:00071432n
d158.s077.t002 bn:00105280a
d158.s077.t003 bn:00005110n
d158.s077.t004 bn:00117251r
d158.s077.t005 bn:00092553v
d158.s077.t006 bn:00092757v
d158.s077.t007 bn:00082813v
d158.s078.t000 bn:00046516n
d158.s078.t001 bn:00026103n
d158.s078.t002 bn:00078377n
d158.s078.t003 bn:00083181v
d158.s078.t004 bn:00101713a
d158.s078.t005 bn:00116360r
d158.s078.t006 bn:00100949a
d158.s078.t007 bn:00058540n
d158.s078.t008 bn:00116360r
d158.s078.t009 bn:00092756v
d158.s078.t010 bn:00110116a
d158.s078.t011 bn:00035907n
d158.s078.t012 bn:00057441n
d158.s078.t013 bn:00046516n
d158.s078.t014 bn:00092837v
d158.s079.t000 bn:00021782n
d158.s079.t001 bn:00082668v
d158.s079.t002 bn:00046516n
d158.s079.t003 bn:00111415a
d158.s079.t004 bn:00112046a
d158.s079.t005 bn:00025582n
d158.s079.t006 bn:00082959v
d158.s079.t007 bn:00016426n
d158.s079.t008 bn:00086714v
d158.s079.t009 bn:00114369r
d158.s079.t010 bn:00117158r
d158.s079.t011 bn:00041942n
d158.s079.t012 bn:00083181v
d158.s079.t013 bn:00117138r
d158.s079.t014 bn:00103135a
d158.s079.t015 bn:00113677a
d158.s079.t016 bn:00064262n
d158.s079.t017 bn:00107267a
d158.s079.t018 bn:00054281n
d158.s079.t019 bn:00084106v
d158.s080.t000 bn:00114406r
d158.s080.t001 bn:00061777n
d158.s080.t002 bn:00083371v
d158.s080.t003 bn:00040679n
d158.s080.t004 bn:00087087v
d158.s080.t005 bn:00025584n
d158.s080.t006 bn:00001697n
d158.s080.t007 bn:00023571n
d158.s080.t008 bn:00009707n
d158.s080.t009 bn:00092109v
d158.s080.t010 bn:00104880a
d158.s081.t000 bn:00090266v
d158.s081.t001 bn:00102662a
d158.s081.t002 bn:00067810n
d158.s081.t003 bn:00085612v
d158.s081.t004 bn:00081564n
d158.s081.t005 bn:00083187v
d158.s081.t006 bn:00008831n
d158.s081.t007 bn:00023496n
d158.s082.t000 bn:00083181v
d158.s082.t001 bn:00054380n
d158.s082.t002 bn:00085989v
d158.s082.t003 bn:00001127n
d158.s082.t004 bn:00083340v
d158.s082.t005 bn:00084681v
d158.s082.t006 bn:00046516n
d158.s082.t007 bn:00046516n
d158.s082.t008 bn:00082233v
d158.s082.t009 bn:00060158n
d158.s083.t000 bn:00115244r
d158.s083.t001 bn:00005514n
d158.s083.t002 bn:00108758a
d158.s083.t003 bn:00021927n
d158.s083.t004 bn:00114152r
d158.s084.t000 bn:00090273v
d158.s084.t001 bn:00107686a
d158.s084.t002 bn:00033960n
d158.s084.t003 bn:00079995n
d158.s084.t004 bn:00084986v
d158.s085.t000 bn:00062273n
d158.s085.t001 bn:00052671n
d158.s085.t002 bn:00087064v
d158.s085.t003 bn:00041942n
d158.s085.t004 bn:00025559n
d158.s085.t005 bn:00086612v
d158.s085.t006 bn:00060590n
d158.s085.t007 bn:00030618n
d158.s085.t008 bn:00041942n
d158.s085.t009 bn:00051760n
d158.s085.t010 bn:00051760n
d158.s086.t000 bn:00025417n
d158.s086.t001 bn:00115253r
d158.s086.t002 bn:00085320v
d158.s086.t003 bn:00103205a
d158.s086.t004 bn:00030706n
d158.s086.t005 bn:00091898v
d158.s086.t006 bn:00114375r
d158.s086.t007 bn:00041942n
d158.s086.t008 bn:00000741n
d158.s086.t009 bn:00092425v
d158.s086.t010 bn:00104052a
d158.s086.t011 bn:00021783n
d158.s086.t012 bn:00041942n
d158.s086.t013 bn:00020962n
d158.s086.t014 bn:00112051a
d158.s086.t015 bn:00076400n
d158.s086.t016 bn:00030618n
d158.s086.t017 bn:00096798a
d158.s086.t018 bn:00034453n
d158.s087.t000 bn:00115624r
d158.s087.t001 bn:00097496a
d158.s087.t002 bn:00084433v
d158.s087.t003 bn:00115335r
d158.s087.t004 bn:00106989a
d158.s087.t005 bn:00019358n
d158.s087.t006 bn:00059775n
d158.s087.t007 bn:00095960a
d158.s087.t008 bn:00075612n
d158.s087.t009 bn:00001961n
d158.s087.t010 bn:00035770n
d158.s087.t011 bn:00094276v
d158.s087.t012 bn:00109485a
d158.s087.t013 bn:00085363v
d158.s087.t014 bn:00001129n
d158.s087.t015 bn:00055094n
d158.s087.t016 bn:00058166n
d158.s088.t000 bn:00072554n
d158.s088.t001 bn:00091196v
d158.s088.t002 bn:00046516n
d158.s088.t003 bn:00103233a
d158.s088.t004 bn:00020962n
d158.s088.t005 bn:00083182v
d158.s088.t006 bn:00079435n
d158.s088.t007 bn:00037661n
d158.s088.t008 bn:00062025n
d158.s089.t000 bn:00034453n
d158.s089.t001 bn:00116789r
d158.s089.t002 bn:00102911a
d158.s089.t003 bn:00079079n
d158.s089.t004 bn:00086611v
d158.s089.t005 bn:00088225v
d158.s089.t006 bn:00064666n
d158.s089.t007 bn:00050210n
d158.s089.t008 bn:00090934v
d158.s089.t009 bn:00029109n
d158.s089.t010 bn:00114246r
d158.s089.t011 bn:00089060v
d158.s089.t012 bn:00015851n
d158.s089.t013 bn:00097823a
d158.s089.t014 bn:00005704n
d158.s089.t015 bn:00042808n
d158.s089.t016 bn:00067785n
d158.s089.t017 bn:00108011a
d158.s089.t018 bn:00025097n
d158.s089.t019 bn:00000677n
d158.s090.t000 bn:00083181v
d158.s090.t001 bn:00012392n
d158.s090.t002 bn:00116382r
d158.s090.t003 bn:00083293v
d158.s090.t004 bn:00116284r
d158.s090.t005 bn:00110444a
d158.s090.t006 bn:00020563n
d158.s090.t007 bn:00085122v
d158.s090.t008 bn:00023620n
d158.s091.t000 bn:00023236n
d158.s091.t001 bn:00083181v
d158.s091.t002 bn:00100088a
d158.s091.t003 bn:00028013n
d158.s091.t004 bn:00070219n
d158.s091.t005 bn:00106724a
d158.s091.t006 bn:00001965n
d158.s092.t000 bn:00028013n
d158.s092.t001 bn:00116326r
d158.s092.t002 bn:00082291v
d158.s092.t003 bn:00116360r
d158.s092.t004 bn:00082291v
d158.s092.t005 bn:00116382r
d158.s093.t000 bn:00107770a
d158.s093.t001 bn:00106724a
d158.s093.t002 bn:00031641n
d158.s093.t003 bn:00114626r
d158.s093.t004 bn:00094927v
d158.s093.t005 bn:00082705v
d158.s093.t006 bn:00097697a
d158.s093.t007 bn:00005793n
d158.s093.t008 bn:00084059v
d158.s093.t009 bn:00096397a
d158.s093.t010 bn:00062930n
d158.s094.t000 bn:00116284r
d158.s094.t001 bn:00100896a
d158.s094.t002 bn:00035961n
d158.s094.t003 bn:00107136a
d158.s094.t004 bn:00025856n
d158.s094.t005 bn:00085516v
d158.s095.t000 bn:00099725a
d158.s095.t001 bn:00047567n
d158.s095.t002 bn:00089302v
d158.s095.t003 bn:00116284r
d158.s095.t004 bn:00107098a
d158.s095.t005 bn:00019281n
d158.s095.t006 bn:00083340v
d158.s095.t007 bn:00091717v
d158.s095.t008 bn:00072698n
d158.s095.t009 bn:00042221n
d158.s095.t010 bn:00083181v
d158.s095.t011 bn:00102543a
d158.s096.t000 bn:00114513r
d158.s096.t001 bn:00083340v
d158.s096.t002 bn:00089521v
d158.s096.t003 bn:00077931n
d158.s096.t004 bn:00083181v
d158.s096.t005 bn:00082879v
d158.s096.t006 bn:00083183v
d158.s096.t007 bn:00054889n
d159.s000.t000 bn:00019336n
d159.s000.t001 bn:00114417r
d159.s000.t002 bn:00083838v
d159.s000.t003 bn:00072030n
d159.s001.t000 bn:00104162a
d159.s001.t001 bn:00021279n
d159.s001.t002 bn:00022627n
d159.s001.t003 bn:00053680n
d159.s001.t004 bn:00069580n
d159.s001.t005 bn:00089384v
d159.s001.t006 bn:00115168r
d159.s001.t007 bn:00116106r
d159.s001.t008 bn:00084198v
d159.s001.t009 bn:00115462r
d159.s001.t010 bn:00116382r
d159.s001.t011 bn:00022996n
d159.s002.t000 bn:00114216r
d159.s002.t001 bn:00013723n
d159.s002.t002 bn:00032402n
d159.s002.t003 bn:00037283n
d159.s002.t004 bn:00085714v
d159.s002.t005 bn:00115239r
d159.s003.t000 bn:00107267a
d159.s003.t001 bn:00047062n
d159.s003.t002 bn:00096001a
d159.s003.t003 bn:00019336n
d159.s003.t004 bn:00032402n
d159.s003.t005 bn:00089660v
d159.s003.t006 bn:00103714a
d159.s003.t007 bn:00000663n
d159.s003.t008 bn:00116348r
d159.s003.t009 bn:00105886a
d159.s003.t010 bn:00096077a
d159.s003.t011 bn:00001014n
d159.s003.t012 bn:00101771a
d159.s003.t013 bn:00049836n
d159.s003.t014 bn:00029987n
d159.s003.t015 bn:00073724n
d159.s003.t016 bn:00005518n
d159.s003.t017 bn:00071887n
d159.s003.t018 bn:00041942n
d159.s003.t019 bn:00041611n
d159.s004.t000 bn:00083181v
d159.s004.t001 bn:00101358a
d159.s004.t002 bn:00083369v
d159.s004.t003 bn:00053663n
d159.s004.t004 bn:00021607n
d159.s004.t005 bn:00083187v
d159.s004.t006 bn:00048655n
d159.s004.t007 bn:00084386v
d159.s004.t008 bn:00098274a
d159.s004.t009 bn:00030627n
d159.s004.t010 bn:00114689r
d159.s004.t011 bn:00106113a
d159.s004.t012 bn:00113439a
d159.s004.t013 bn:00049836n
d159.s005.t000 bn:00082426v
d159.s005.t001 bn:00019320n
d159.s005.t002 bn:00102971a
d159.s005.t003 bn:00071869n
d159.s005.t004 bn:00047062n
d159.s005.t005 bn:00083181v
d159.s005.t006 bn:00099359a
d159.s005.t007 bn:00092783v
d159.s005.t008 bn:00115239r
d159.s005.t009 bn:00067519n
d159.s005.t010 bn:00068132n
d159.s005.t011 bn:00009815n
d159.s005.t012 bn:00094836v
d159.s005.t013 bn:00091493v
d159.s005.t014 bn:00019320n
d159.s005.t015 bn:00070677n
d159.s006.t000 bn:00054667n
d159.s006.t001 bn:00082573v
d159.s006.t002 bn:00049836n
d159.s006.t003 bn:00029680n
d159.s006.t004 bn:00094748v
d159.s006.t005 bn:00049836n
d159.s006.t006 bn:00032402n
d159.s006.t007 bn:00083785v
d159.s006.t008 bn:00031973n
d159.s006.t009 bn:00116105r
d159.s006.t010 bn:00037283n
d159.s006.t011 bn:00082822v
d159.s006.t012 bn:00083181v
d159.s006.t013 bn:00116360r
d159.s006.t014 bn:00099634a
d159.s006.t015 bn:00013722n
d159.s006.t016 bn:00114630r
d159.s006.t017 bn:00084079v
d159.s006.t018 bn:00001018n
d159.s006.t019 bn:00094836v
d159.s007.t000 bn:00101771a
d159.s007.t001 bn:00019336n
d159.s007.t002 bn:00083181v
d159.s007.t003 bn:00114245r
d159.s007.t004 bn:00078778n
d159.s007.t005 bn:00032402n
d159.s007.t006 bn:00047062n
d159.s007.t007 bn:00074595n
d159.s007.t008 bn:00015795n
d159.s007.t009 bn:00037283n
d159.s007.t010 bn:00095887a
d159.s007.t011 bn:00096218a
d159.s007.t012 bn:00074057n
d159.s007.t013 bn:00114245r
