d000.s00000.t00000 bn:00086431v
d000.s77754.t00000 bn:00068046n
d000.s77754.t00001 bn:00075374n
d000.s77755.t00000 bn:00025676n
d000.s77756.t00000 bn:00047021n
d000.s77757.t00000 bn:00047021n
d000.s77757.t00001 bn:00086799v
d000.s77757.t00002 bn:00030581n
d000.s77758.t00000 bn:00012681n
d000.s77759.t00000 bn:00012681n
d000.s77760.t00000 bn:00110923a
d000.s77761.t00000 bn:00104533a
d000.s77761.t00001 bn:00097553a
d000.s77761.t00002 bn:00100761a
d000.s77762.t00000 bn:00046516n
d000.s77762.t00001 bn:00086147v
d000.s77762.t00002 bn:00005126n
d000.s77763.t00000 bn:00082822v
d000.s77763.t00001 bn:00106601a
d000.s77764.t00000 bn:00115235r
d000.s77764.t00001 bn:00104162a
d000.s77764.t00002 bn:00025965n
d000.s77765.t00000 bn:00116237r
d000.s77766.t00000 bn:00116237r
d000.s77767.t00000 bn:00086800v
d000.s77767.t00001 bn:00047025n
d000.s77767.t00002 bn:00113366a
d000.s77767.t00003 bn:00104701a
d000.s77768.t00000 bn:00054375n
d000.s77768.t00001 bn:00029454n
d000.s77769.t00000 bn:00102757a
d000.s77770.t00000 bn:00082727v
d000.s77770.t00001 bn:00092421v
d000.s77770.t00002 bn:00070512n
d000.s77771.t00000 bn:00047021n
d000.s77771.t00001 bn:00096409a
d000.s77772.t00000 bn:00114613r
d000.s77773.t00000 bn:00035769n
d000.s77773.t00001 bn:00046904n
d000.s77773.t00002 bn:00047021n
d000.s77774.t00000 bn:00116360r
d000.s77774.t00001 bn:00047025n
d000.s77775.t00000 bn:00089277v
d000.s77775.t00001 bn:00115076r
d000.s77776.t00000 bn:00112881a
d000.s77776.t00001 bn:00114486r
d000.s77776.t00002 bn:00057863n
d000.s77777.t00000 bn:00090943v
d000.s77777.t00001 bn:00077565n
d000.s77778.t00000 bn:00114152r
d000.s77779.t00000 bn:00002178n
d000.s77779.t00001 bn:00084069v
d000.s77779.t00002 bn:00112771a
d000.s77780.t00000 bn:00116360r
d000.s77781.t00000 bn:00116360r
d000.s77782.t00000 bn:00116360r
d000.s77783.t00000 bn:00030905n
d000.s77784.t00000 bn:00082247v
d000.s77785.t00000 bn:00082790v
d000.s77785.t00001 bn:00047042n
d000.s77786.t00000 bn:00084850v
d000.s77786.t00001 bn:00082138v
d000.s77787.t00000 bn:00099215a
d000.s77787.t00001 bn:00082530v
d000.s77787.t00002 bn:00060182n
d000.s77788.t00000 bn:00084836v
d000.s77789.t00000 bn:00090882v
d000.s77790.t00000 bn:00105275a
d000.s77790.t00001 bn:00087778v
d000.s77790.t00002 bn:00047077n
d000.s77790.t00003 bn:00024488n
d000.s77790.t00004 bn:00015765n
d000.s77791.t00000 bn:00100785a
d000.s77791.t00001 bn:00024488n
d000.s77791.t00002 bn:00115149r
d000.s77791.t00003 bn:00105275a
d000.s77792.t00000 bn:00116360r
d000.s77792.t00001 bn:00087778v
d000.s77793.t00000 bn:00025913n
d000.s77793.t00001 bn:00047077n
d000.s77794.t00000 bn:00032376n
d000.s77794.t00001 bn:00103325a
d000.s77795.t00000 bn:00087778v
d000.s77795.t00001 bn:00030586n
d000.s77796.t00000 bn:00047077n
d000.s77797.t00000 bn:00099215a
d000.s77798.t00000 bn:00097005a
d000.s77799.t00000 bn:00105349a
d000.s77799.t00001 bn:00099215a
d000.s77799.t00002 bn:00047079n
d000.s77799.t00003 bn:00024488n
d000.s77800.t00000 bn:00117174r
d000.s77800.t00001 bn:00105276a
d000.s77800.t00002 bn:00057563n
d000.s77801.t00000 bn:00047079n
d000.s77801.t00001 bn:00024488n
d000.s77802.t00000 bn:00047079n
d000.s77802.t00001 bn:00033794n
d000.s77802.t00002 bn:00106601a
d000.s77803.t00000 bn:00105195a
d000.s77803.t00001 bn:00047079n
d000.s77804.t00000 bn:00084093v
d000.s77804.t00001 bn:00046234n
d000.s77804.t00002 bn:00106601a
d000.s77805.t00000 bn:00012680n
d000.s77805.t00001 bn:00045976n
d000.s77806.t00000 bn:00012060n
d000.s77806.t00001 bn:00114486r
d000.s77806.t00002 bn:00116360r
d000.s77807.t00000 bn:00012418n
d000.s77807.t00001 bn:00046953n
d000.s77807.t00002 bn:00021248n
d000.s77808.t00000 bn:00046953n
d000.s77808.t00001 bn:00021248n
d000.s77809.t00000 bn:00012418n
d000.s77809.t00001 bn:00046953n
d000.s77809.t00002 bn:00021248n
d000.s77810.t00000 bn:00021339n
d000.s77811.t00000 bn:00031641n
d000.s77812.t00000 bn:00021339n
d000.s77812.t00001 bn:00022452n
d000.s77813.t00000 bn:00012417n
d000.s77813.t00001 bn:00107973a
d000.s77814.t00000 bn:00007293n
d000.s77814.t00001 bn:00046516n
d000.s77814.t00002 bn:00036837n
d000.s77815.t00000 bn:00007293n
d000.s77815.t00001 bn:00046516n
d000.s77815.t00002 bn:00036837n
d000.s77815.t00003 bn:00011745n
d000.s77816.t00000 bn:00083391v
d000.s77816.t00001 bn:00076924n
d000.s77817.t00000 bn:00021394n
d000.s77818.t00000 bn:00105132a
d000.s77819.t00000 bn:00116360r
d000.s77819.t00001 bn:00085670v
d000.s77819.t00002 bn:00076924n
d000.s77820.t00000 bn:00116360r
d000.s77821.t00000 bn:00116360r
d000.s77821.t00001 bn:00098994a
d000.s77822.t00000 bn:00116360r
d000.s77823.t00000 bn:00116360r
d000.s77824.t00000 bn:00105355a
d000.s77824.t00001 bn:00110412a
d000.s77825.t00000 bn:00116360r
d000.s77825.t00001 bn:00105355a
d000.s77826.t00000 bn:00047077n
d000.s77826.t00001 bn:00105130a
d000.s77827.t00000 bn:00047077n
d000.s77827.t00001 bn:00066414n
d000.s77827.t00002 bn:00102624a
d000.s77828.t00000 bn:00114568r
d000.s77828.t00001 bn:00061661n
d000.s77829.t00000 bn:00033729n
d000.s77830.t00000 bn:00116360r
d000.s77831.t00000 bn:00075374n
d000.s77831.t00001 bn:00012417n
d000.s77832.t00000 bn:00032512n
d000.s77833.t00000 bn:00052310n
d000.s77834.t00000 bn:00019685n
d000.s77834.t00001 bn:00050302n
d000.s77835.t00000 bn:00094034v
d000.s77835.t00001 bn:00041369n
d000.s77835.t00002 bn:00027245n
d000.s77836.t00000 bn:00031493n
d000.s77837.t00000 bn:00105375a
d000.s77837.t00001 bn:00076496n
d000.s77837.t00002 bn:00115235r
d000.s77837.t00003 bn:00077386n
d000.s77837.t00004 bn:00104025a
d000.s77838.t00000 bn:00083202v
d000.s77838.t00001 bn:00116719r
d000.s77839.t00000 bn:00100234a
d000.s77839.t00001 bn:00116360r
d000.s77839.t00002 bn:00077386n
d000.s77839.t00003 bn:00104025a
d000.s77840.t00000 bn:00105374a
d000.s77840.t00001 bn:00076341n
d000.s77840.t00002 bn:00011744n
d000.s77840.t00003 bn:00046290n
d000.s77841.t00000 bn:00076341n
d000.s77841.t00001 bn:00024643n
d000.s77842.t00000 bn:00030824n
d000.s77843.t00000 bn:00106080a
d000.s77843.t00001 bn:00099564a
d000.s77844.t00000 bn:00051052n
d000.s77845.t00000 bn:00029298n
d000.s77846.t00000 bn:00030824n
d000.s77847.t00000 bn:00025626n
d000.s77848.t00000 bn:00100991a
d000.s77849.t00000 bn:00097733a
d000.s77849.t00001 bn:00096862a
d000.s77850.t00000 bn:00047375n
d000.s77851.t00000 bn:00026550n
d000.s77852.t00000 bn:00097733a
d000.s77852.t00001 bn:00096862a
d000.s77853.t00000 bn:00116360r
d000.s77854.t00000 bn:00031075n
d000.s77854.t00001 bn:00009677n
d000.s77855.t00000 bn:00009677n
d000.s77856.t00000 bn:00005007n
d000.s77857.t00000 bn:00089905v
d000.s77858.t00000 bn:00089905v
d000.s77859.t00000 bn:00005007n
d000.s77860.t00000 bn:00116360r
d000.s77860.t00001 bn:00082822v
d000.s77861.t00000 bn:00006125n
d000.s77861.t00001 bn:00116360r
d000.s77861.t00002 bn:00043416n
d000.s77862.t00000 bn:00113955a
d000.s77863.t00000 bn:00116360r
d000.s77863.t00001 bn:00042759n
d000.s77863.t00002 bn:00075374n
d000.s77864.t00000 bn:00116360r
d000.s77865.t00000 bn:00112843a
d000.s77865.t00001 bn:00007530n
d000.s77866.t00000 bn:00116360r
d000.s77867.t00000 bn:00007530n
d000.s77868.t00000 bn:00087778v
d000.s77868.t00001 bn:00103601a
d000.s77869.t00000 bn:00087778v
d000.s77869.t00001 bn:00072854n
d000.s77869.t00002 bn:00079067n
d000.s77870.t00000 bn:00068782n
d000.s77871.t00000 bn:00068782n
d000.s77872.t00000 bn:00068782n
d000.s77873.t00000 bn:00087778v
d000.s77873.t00001 bn:00068782n
d000.s77874.t00000 bn:00110037a
d000.s77874.t00001 bn:00041784n
d000.s77874.t00002 bn:00025582n
d000.s77875.t00000 bn:00112049a
d000.s77875.t00001 bn:00006383n
d000.s77875.t00002 bn:00112046a
d000.s77876.t00000 bn:00048468n
d000.s77876.t00001 bn:00084069v
d000.s77877.t00000 bn:00048468n
d000.s77877.t00001 bn:00099416a
d000.s77878.t00000 bn:00105550a
d000.s77879.t00000 bn:00086800v
d000.s77879.t00001 bn:00115235r
d000.s77879.t00002 bn:00105446a
d000.s77880.t00000 bn:00115235r
d000.s77880.t00001 bn:00106601a
d000.s77881.t00000 bn:00102608a
d000.s77881.t00001 bn:00013281n
d000.s77881.t00002 bn:00066917n
d000.s77882.t00000 bn:00087778v
d000.s77882.t00001 bn:00072854n
d000.s77883.t00000 bn:00086800v
d000.s77883.t00001 bn:00004188n
d000.s77884.t00000 bn:00117577r
d000.s77885.t00000 bn:00115274r
d000.s77885.t00001 bn:00106253a
d000.s77886.t00000 bn:00072854n
d000.s77887.t00000 bn:00076924n
d000.s77888.t00000 bn:00026022n
d000.s77889.t00000 bn:00026022n
d000.s77890.t00000 bn:00091135v
d000.s77891.t00000 bn:00087778v
d000.s77892.t00000 bn:00116360r
d000.s77892.t00001 bn:00082627v
d000.s77893.t00000 bn:00104942a
d000.s77893.t00001 bn:00041468n
d000.s77893.t00002 bn:00013980n
d000.s77894.t00000 bn:00116360r
d000.s77895.t00000 bn:00048532n
d000.s77896.t00000 bn:00048532n
d000.s77897.t00000 bn:00048532n
d000.s77898.t00000 bn:00069217n
d000.s77899.t00000 bn:00090161v
d000.s77899.t00001 bn:00048532n
d000.s77900.t00000 bn:00115235r
d000.s77900.t00001 bn:00115240r
d000.s77901.t00000 bn:00096246a
d000.s77902.t00000 bn:00115266r
d000.s77903.t00000 bn:00114935r
d000.s77904.t00000 bn:00083911v
d000.s77904.t00001 bn:00064427n
d000.s77905.t00000 bn:00116360r
d000.s77906.t00000 bn:00061325n
d000.s77907.t00000 bn:00116360r
d000.s77908.t00000 bn:00103756a
d000.s77909.t00000 bn:00116360r
d000.s77910.t00000 bn:00048985n
d000.s77911.t00000 bn:00116360r
d000.s77911.t00001 bn:00082822v
d000.s77911.t00002 bn:00048985n
d000.s77912.t00000 bn:00087778v
d000.s77912.t00001 bn:00111721a
d000.s77912.t00002 bn:00100316a
d000.s77912.t00003 bn:00104094a
d000.s77912.t00004 bn:00046516n
d000.s77912.t00005 bn:00009654n
d000.s77913.t00000 bn:00096597a
d000.s77913.t00001 bn:00023324n
d000.s77913.t00002 bn:00115235r
d000.s77913.t00003 bn:00049141n
d000.s77914.t00000 bn:00035899n
d000.s77914.t00001 bn:00053238n
d000.s77915.t00000 bn:00087778v
d000.s77915.t00001 bn:00082313v
d000.s77915.t00002 bn:00034003n
d000.s77915.t00003 bn:00005134n
d000.s77915.t00004 bn:00037692n
d000.s77916.t00000 bn:00087778v
d000.s77917.t00000 bn:00077553n
d000.s77918.t00000 bn:00103989a
d000.s77918.t00001 bn:00109977a
d000.s77919.t00000 bn:00075669n
d000.s77919.t00001 bn:00035899n
d000.s77920.t00000 bn:00099215a
d000.s77921.t00000 bn:00116360r
d000.s77922.t00000 bn:00112058a
d000.s77923.t00000 bn:00017362n
d000.s77924.t00000 bn:00102758a
d000.s77924.t00001 bn:00099411a
d000.s77925.t00000 bn:00102758a
d000.s77925.t00001 bn:00099411a
d000.s77926.t00000 bn:00105645a
d000.s77927.t00000 bn:00045825n
d000.s77927.t00001 bn:00105645a
d000.s77928.t00000 bn:00105853a
d000.s77928.t00001 bn:00099411a
d000.s77928.t00002 bn:00032591n
d000.s77929.t00000 bn:00105645a
d000.s77930.t00000 bn:00114272r
d000.s77930.t00001 bn:00105645a
d000.s77931.t00000 bn:00116360r
d000.s77932.t00000 bn:00112923a
d000.s77933.t00000 bn:00020452n
d000.s77934.t00000 bn:00116360r
d000.s77935.t00000 bn:00114297r
d000.s77935.t00001 bn:00112923a
d000.s77936.t00000 bn:00115474r
d000.s77936.t00001 bn:00046139n
d000.s77936.t00002 bn:00032328n
d000.s77937.t00000 bn:00115474r
d000.s77938.t00000 bn:00033729n
d000.s77939.t00000 bn:00116360r
d000.s77940.t00000 bn:00116360r
d000.s77940.t00001 bn:00115474r
d000.s77941.t00000 bn:00114825r
d000.s77941.t00001 bn:00012681n
d000.s77941.t00002 bn:00116237r
d000.s77942.t00000 bn:00116360r
d000.s77942.t00001 bn:00115474r
d000.s77943.t00000 bn:00049787n
d000.s77944.t00000 bn:00092837v
d000.s77944.t00001 bn:00078365n
d000.s77945.t00000 bn:00116360r
d000.s77946.t00000 bn:00052757n
d000.s77947.t00000 bn:00098342a
d000.s77948.t00000 bn:00098342a
d000.s77949.t00000 bn:00098342a
d000.s77949.t00001 bn:00009342n
d000.s77950.t00000 bn:00098342a
d000.s77951.t00000 bn:00032381n
d000.s77951.t00001 bn:00098342a
d000.s77952.t00000 bn:00020483n
d000.s77952.t00001 bn:00006125n
d000.s77953.t00000 bn:00098891a
d000.s77953.t00001 bn:00098342a
d000.s77953.t00002 bn:00032278n
d000.s77953.t00003 bn:00003268n
d000.s77954.t00000 bn:00098342a
d000.s77954.t00001 bn:00071887n
d000.s77954.t00002 bn:00080833n
d000.s77955.t00000 bn:00098342a
d000.s77956.t00000 bn:00098342a
d000.s77957.t00000 bn:00098342a
d000.s77958.t00000 bn:00115297r
d000.s77958.t00001 bn:00098342a
d000.s77959.t00000 bn:00098073a
d000.s77959.t00001 bn:00104701a
d000.s77959.t00002 bn:00107963a
d000.s77960.t00000 bn:00098342a
d000.s77960.t00001 bn:00110975a
d000.s77961.t00000 bn:00103581a
d000.s77961.t00001 bn:00098342a
d000.s77961.t00002 bn:00102617a
d000.s77961.t00003 bn:00040386n
d000.s77961.t00004 bn:00053090n
d000.s77962.t00000 bn:00114784r
d000.s77962.t00001 bn:00034394n
d000.s77962.t00002 bn:00035907n
d000.s77963.t00000 bn:00104701a
d000.s77964.t00000 bn:00025965n
d000.s77965.t00000 bn:00098342a
d000.s77966.t00000 bn:00098342a
d000.s77967.t00000 bn:00056135n
d000.s77967.t00001 bn:00114784r
d000.s77967.t00002 bn:00098342a
d000.s77968.t00000 bn:00116498r
d000.s77968.t00001 bn:00098342a
d000.s77968.t00002 bn:00003268n
d000.s77969.t00000 bn:00069468n
d000.s77970.t00000 bn:00071887n
d000.s77971.t00000 bn:00106307a
d000.s77972.t00000 bn:00098342a
d000.s77972.t00001 bn:00069467n
d000.s77972.t00002 bn:00003268n
d000.s77972.t00003 bn:00015409n
d000.s77973.t00000 bn:00071887n
d000.s77973.t00001 bn:00001533n
d000.s77974.t00000 bn:00072728n
d000.s77975.t00000 bn:00069467n
d000.s77975.t00001 bn:00003268n
d000.s77975.t00002 bn:00025965n
d000.s77976.t00000 bn:00116360r
d000.s77977.t00000 bn:00114064r
d000.s77977.t00001 bn:00098342a
d000.s77978.t00000 bn:00106975a
d000.s77978.t00001 bn:00056068n
d000.s77979.t00000 bn:00107587a
d000.s77979.t00001 bn:00035907n
d000.s77980.t00000 bn:00115274r
d000.s77980.t00001 bn:00098342a
d000.s77981.t00000 bn:00102398a
d000.s77981.t00001 bn:00035907n
d000.s77982.t00000 bn:00009472n
d000.s77982.t00001 bn:00116360r
d000.s77982.t00002 bn:00098342a
d000.s77983.t00000 bn:00097002a
d000.s77984.t00000 bn:00098342a
d000.s77985.t00000 bn:00109964a
d000.s77986.t00000 bn:00113671a
d000.s77986.t00001 bn:00098342a
d000.s77987.t00000 bn:00106058a
d000.s77987.t00001 bn:00052757n
d000.s77988.t00000 bn:00106058a
d000.s77989.t00000 bn:00106058a
d000.s77990.t00000 bn:00114440r
d000.s77990.t00001 bn:00106058a
d000.s77991.t00000 bn:00106058a
d000.s77992.t00000 bn:00106058a
d000.s77992.t00001 bn:00004222n
d000.s77992.t00002 bn:00101098a
d000.s77993.t00000 bn:00042601n
d000.s77993.t00001 bn:00071887n
d000.s77994.t00000 bn:00114600r
d000.s77994.t00001 bn:00106058a
d000.s77995.t00000 bn:00071887n
d000.s77996.t00000 bn:00106058a
d000.s77996.t00001 bn:00069467n
d000.s77996.t00002 bn:00003268n
d000.s77996.t00003 bn:00015409n
d000.s77997.t00000 bn:00069468n
d000.s77997.t00001 bn:00106058a
d000.s77998.t00000 bn:00106759a
d000.s77998.t00001 bn:00106058a
d000.s77999.t00000 bn:00071887n
d000.s77999.t00001 bn:00058890n
d000.s78000.t00000 bn:00106058a
d000.s78000.t00001 bn:00084554v
d000.s78000.t00002 bn:00037352n
d000.s78001.t00000 bn:00046516n
d000.s78001.t00001 bn:00071887n
d000.s78001.t00002 bn:00105056a
d000.s78002.t00000 bn:00106058a
d000.s78003.t00000 bn:00106058a
d000.s78003.t00001 bn:00069468n
d000.s78004.t00000 bn:00106066a
d000.s78004.t00001 bn:00107587a
d000.s78004.t00002 bn:00035907n
d000.s78005.t00000 bn:00103782a
d000.s78005.t00001 bn:00025965n
d000.s78006.t00000 bn:00071887n
d000.s78007.t00000 bn:00105785a
d000.s78007.t00001 bn:00048655n
d000.s78008.t00000 bn:00046516n
d000.s78008.t00001 bn:00082342v
d000.s78008.t00002 bn:00117154r
d000.s78008.t00003 bn:00024591n
d000.s78009.t00000 bn:00100398a
d000.s78009.t00001 bn:00048655n
d000.s78010.t00000 bn:00101547a
d000.s78010.t00001 bn:00101082a
d000.s78011.t00000 bn:00048655n
d000.s78012.t00000 bn:00083897v
d000.s78013.t00000 bn:00116360r
d000.s78014.t00000 bn:00037384n
d000.s78014.t00001 bn:00116360r
d000.s78015.t00000 bn:00082536v
d000.s78015.t00001 bn:00037383n
d000.s78016.t00000 bn:00116360r
d000.s78016.t00001 bn:00096715a
d000.s78017.t00000 bn:00115161r
d000.s78018.t00000 bn:00060881n
d000.s78019.t00000 bn:00013723n
d000.s78020.t00000 bn:00116360r
d000.s78020.t00001 bn:00037383n
d000.s78021.t00000 bn:00088454v
d000.s78022.t00000 bn:00116360r
d000.s78023.t00000 bn:00109410a
d000.s78023.t00001 bn:00116360r
d000.s78023.t00002 bn:00082536v
d000.s78023.t00003 bn:00042379n
d000.s78024.t00000 bn:00116360r
d000.s78025.t00000 bn:00034454n
d000.s78026.t00000 bn:00037278n
d000.s78027.t00000 bn:00019685n
d000.s78028.t00000 bn:00093405v
d000.s78029.t00000 bn:00008611n
d000.s78030.t00000 bn:00071431n
d000.s78030.t00001 bn:00002216n
d000.s78031.t00000 bn:00002216n
d000.s78032.t00000 bn:00071431n
d000.s78032.t00001 bn:00002216n
d000.s78033.t00000 bn:00002216n
d000.s78034.t00000 bn:00107770a
d000.s78035.t00000 bn:00029239n
d000.s78036.t00000 bn:00108396a
d000.s78036.t00001 bn:00050588n
d000.s78037.t00000 bn:00048488n
d000.s78037.t00001 bn:00105558a
d000.s78038.t00000 bn:00107770a
d000.s78039.t00000 bn:00003340n
d000.s78039.t00001 bn:00048488n
d000.s78040.t00000 bn:00098027a
d000.s78040.t00001 bn:00048655n
d000.s78041.t00000 bn:00093472v
d000.s78041.t00001 bn:00115731r
d000.s78042.t00000 bn:00023807n
d000.s78043.t00000 bn:00115731r
d000.s78043.t00001 bn:00001965n
d000.s78044.t00000 bn:00023285n
d000.s78044.t00001 bn:00113459a
d000.s78044.t00002 bn:00050563n
d000.s78044.t00003 bn:00114935r
d000.s78044.t00004 bn:00112660a
d000.s78045.t00000 bn:00116360r
d000.s78045.t00001 bn:00048655n
d000.s78046.t00000 bn:00116085r
d000.s78047.t00000 bn:00107770a
d000.s78048.t00000 bn:00115316r
d000.s78049.t00000 bn:00093472v
d000.s78050.t00000 bn:00007293n
d000.s78051.t00000 bn:00105857a
d000.s78051.t00001 bn:00042761n
d000.s78051.t00002 bn:00092424v
d000.s78052.t00000 bn:00053288n
d000.s78052.t00001 bn:00003126n
d000.s78052.t00002 bn:00022841n
d000.s78053.t00000 bn:00115155r
d000.s78054.t00000 bn:00042761n
d000.s78054.t00001 bn:00116360r
d000.s78054.t00002 bn:00105857a
d000.s78055.t00000 bn:00053288n
d000.s78056.t00000 bn:00116360r
d000.s78056.t00001 bn:00115155r
d000.s78057.t00000 bn:00099083a
d000.s78057.t00001 bn:00049910n
d000.s78057.t00002 bn:00097389a
d000.s78058.t00000 bn:00086376v
d000.s78058.t00001 bn:00116360r
d000.s78059.t00000 bn:00109651a
d000.s78059.t00001 bn:00003893n
d000.s78060.t00000 bn:00012995n
d000.s78061.t00000 bn:00107157a
d000.s78061.t00001 bn:00109651a
d000.s78061.t00002 bn:00003893n
d000.s78061.t00003 bn:00116360r
d000.s78062.t00000 bn:00002157n
d000.s78062.t00001 bn:00106486a
d000.s78062.t00002 bn:00116360r
d000.s78062.t00003 bn:00109651a
d000.s78062.t00004 bn:00003893n
d000.s78062.t00005 bn:00105848a
d000.s78063.t00000 bn:00053518n
d000.s78064.t00000 bn:00087645v
d000.s78065.t00000 bn:00109971a
d000.s78065.t00001 bn:00107322a
d000.s78065.t00002 bn:00112430a
d000.s78065.t00003 bn:00047692n
d000.s78065.t00004 bn:00116360r
d000.s78066.t00000 bn:00116098r
d000.s78067.t00000 bn:00001543n
d000.s78068.t00000 bn:00104565a
d000.s78069.t00000 bn:00116360r
d000.s78069.t00001 bn:00105645a
d000.s78069.t00002 bn:00114935r
d000.s78070.t00000 bn:00105085a
d000.s78071.t00000 bn:00114935r
d000.s78072.t00000 bn:00058117n
d000.s78072.t00001 bn:00106125a
d000.s78073.t00000 bn:00109651a
d000.s78073.t00001 bn:00004518n
d000.s78074.t00000 bn:00109651a
d000.s78075.t00000 bn:00085670v
d000.s78076.t00000 bn:00041942n
d000.s78077.t00000 bn:00017762n
d000.s78078.t00000 bn:00035907n
d000.s78079.t00000 bn:00017761n
d000.s78079.t00001 bn:00096782a
d000.s78080.t00000 bn:00116360r
d000.s78081.t00000 bn:00105978a
d000.s78082.t00000 bn:00116360r
d000.s78083.t00000 bn:00016404n
d000.s78084.t00000 bn:00030747n
d000.s78084.t00001 bn:00114778r
d000.s78084.t00002 bn:00113057a
d000.s78085.t00000 bn:00114319r
d000.s78085.t00001 bn:00098755a
d000.s78086.t00000 bn:00016404n
d000.s78087.t00000 bn:00104576a
d000.s78088.t00000 bn:00112939a
d000.s78089.t00000 bn:00116360r
d000.s78089.t00001 bn:00112146a
d000.s78090.t00000 bn:00105982a
d000.s78091.t00000 bn:00109508a
d000.s78092.t00000 bn:00112146a
d000.s78093.t00000 bn:00104703a
d000.s78093.t00001 bn:00116360r
d000.s78093.t00002 bn:00105981a
d000.s78093.t00003 bn:00112146a
d000.s78094.t00000 bn:00111494a
d000.s78095.t00000 bn:00035907n
d000.s78096.t00000 bn:00012399n
d000.s78097.t00000 bn:00012399n
d000.s78098.t00000 bn:00106058a
d000.s78099.t00000 bn:00071887n
d000.s78099.t00001 bn:00003268n
d000.s78100.t00000 bn:00071887n
d000.s78100.t00001 bn:00003268n
d000.s78101.t00000 bn:00003268n
d000.s78102.t00000 bn:00058574n
d000.s78102.t00001 bn:00025965n
d000.s78103.t00000 bn:00102885a
d000.s78104.t00000 bn:00096672a
d000.s78104.t00001 bn:00102191a
d000.s78105.t00000 bn:00100005a
d000.s78105.t00001 bn:00085333v
d000.s78105.t00002 bn:00003890n
d000.s78106.t00000 bn:00031293n
d000.s78107.t00000 bn:00096433a
d000.s78107.t00001 bn:00079581n
d000.s78108.t00000 bn:00031293n
d000.s78109.t00000 bn:00071599n
d000.s78110.t00000 bn:00116360r
d000.s78111.t00000 bn:00051508n
d000.s78112.t00000 bn:00116360r
d000.s78112.t00001 bn:00051508n
d000.s78113.t00000 bn:00116360r
d000.s78114.t00000 bn:00116360r
d000.s78114.t00001 bn:00070218n
d000.s78114.t00002 bn:00017368n
d000.s78115.t00000 bn:00106042a
d000.s78115.t00001 bn:00054009n
d000.s78115.t00002 bn:00101176a
d000.s78115.t00003 bn:00081546n
d000.s78115.t00004 bn:00076732n
d000.s78116.t00000 bn:00054009n
d000.s78116.t00001 bn:00109011a
d000.s78117.t00000 bn:00046139n
d000.s78117.t00001 bn:00081546n
d000.s78117.t00002 bn:00076732n
d000.s78117.t00003 bn:00116360r
d000.s78118.t00000 bn:00076923n
d000.s78118.t00001 bn:00114778r
d000.s78118.t00002 bn:00086587v
d000.s78119.t00000 bn:00056758n
d000.s78119.t00001 bn:00076924n
d000.s78120.t00000 bn:00045976n
d000.s78120.t00001 bn:00109919a
d000.s78121.t00000 bn:00056758n
d000.s78121.t00001 bn:00076924n
d000.s78122.t00000 bn:00099518a
d000.s78123.t00000 bn:00096151a
d000.s78123.t00001 bn:00092424v
d000.s78124.t00000 bn:00116360r
d000.s78124.t00001 bn:00092424v
d000.s78125.t00000 bn:00062310n
d000.s78126.t00000 bn:00066372n
d000.s78126.t00001 bn:00007306n
d000.s78126.t00002 bn:00101084a
d000.s78126.t00003 bn:00057164n
d000.s78126.t00004 bn:00108880a
d000.s78126.t00005 bn:00107963a
d000.s78127.t00000 bn:00116360r
d000.s78127.t00001 bn:00082281v
d000.s78127.t00002 bn:00000318n
d000.s78127.t00003 bn:00092424v
d000.s78128.t00000 bn:00096151a
d000.s78128.t00001 bn:00092424v
d000.s78129.t00000 bn:00096151a
d000.s78129.t00001 bn:00092424v
d000.s78129.t00002 bn:00116360r
d000.s78130.t00000 bn:00043373n
d000.s78131.t00000 bn:00116360r
d000.s78131.t00001 bn:00034471n
d000.s78131.t00002 bn:00076101n
d000.s78132.t00000 bn:00034471n
d000.s78132.t00001 bn:00076101n
d000.s78133.t00000 bn:00108972a
d000.s78133.t00001 bn:00078024n
d000.s78134.t00000 bn:00076101n
d000.s78135.t00000 bn:00103856a
d000.s78135.t00001 bn:00103023a
d000.s78135.t00002 bn:00042411n
d000.s78136.t00000 bn:00116360r
d000.s78136.t00001 bn:00103023a
d000.s78137.t00000 bn:00116360r
d000.s78138.t00000 bn:00005704n
d000.s78138.t00001 bn:00003543n
d000.s78139.t00000 bn:00032349n
d000.s78140.t00000 bn:00099215a
d000.s78140.t00001 bn:00083680v
d000.s78141.t00000 bn:00005704n
d000.s78141.t00001 bn:00116360r
d000.s78141.t00002 bn:00003543n
d000.s78142.t00000 bn:00116360r
d000.s78142.t00001 bn:00013807n
d000.s78143.t00000 bn:00083680v
d000.s78143.t00001 bn:00032349n
d000.s78143.t00002 bn:00096387a
d000.s78144.t00000 bn:00051692n
d000.s78145.t00000 bn:00082426v
d000.s78145.t00001 bn:00005515n
d000.s78145.t00002 bn:00109752a
d000.s78145.t00003 bn:00011744n
d000.s78146.t00000 bn:00106111a
d000.s78146.t00001 bn:00051760n
d000.s78147.t00000 bn:00075374n
d000.s78148.t00000 bn:00103510a
d000.s78148.t00001 bn:00082426v
d000.s78148.t00002 bn:00011744n
d000.s78149.t00000 bn:00082426v
d000.s78150.t00000 bn:00082900v
d000.s78150.t00001 bn:00082426v
d000.s78150.t00002 bn:00021248n
d000.s78150.t00003 bn:00114428r
d000.s78151.t00000 bn:00035907n
d000.s78151.t00001 bn:00098891a
d000.s78152.t00000 bn:00035907n
d000.s78152.t00001 bn:00060767n
